id,siteID,year,first_ice,freezeup,unsafe_boat,safe_man,safe_veh,type_veh,remarks,,
360,148,1977,11/24/1977,\N,11/24/1977,11/25/1977,11/26/1977,,,,
361,148,1979,12/14/1979,\N,12/1/1979,12/21/1979,12/31/1979,snowmachine,,,
362,148,1980,12/11/1980,\N,\N,12/11/1980,12/11/1980,snowmachine,,,
363,148,1983,12/27/1983,\N,12/27/1983,\N,\N,,,,
364,149,1973,11/15/1973,\N,11/15/1973,12/1/1973,12/5/1973,snowmachine,,,
365,149,1974,12/30/1974,\N,\N,\N,\N,,,,
366,149,1975,12/25/1975,\N,\N,\N,\N,,,,
367,149,1979,\N,\N,12/21/1979,\N,\N,,,1979,
368,151,1964,11/1/1964,\N,\N,\N,\N,,,,
369,151,1965,10/10/1965,\N,\N,\N,\N,,,,
370,151,1966,10/15/1966,\N,\N,\N,\N,,,,
371,151,1967,12/1/1967,\N,\N,\N,\N,,,,
372,151,1968,10/15/1968,\N,\N,\N,\N,,,,
373,151,1969,11/12/1969,\N,\N,\N,\N,,,,
374,151,1970,10/27/1970,\N,\N,\N,\N,,,,
375,151,1971,11/12/1971,\N,\N,\N,\N,,,,
376,151,1972,11/10/1972,\N,\N,\N,\N,,,,
377,151,1973,11/10/1973,\N,\N,\N,\N,,,,
378,151,1974,12/20/1974,\N,\N,\N,\N,,,,
379,151,1975,10/24/1975,\N,10/25/1975,\N,\N,,,,
380,151,1977,11/10/1977,\N,11/10/1977,12/15/1977,\N,,,,
381,151,1978,11/15/1978,\N,11/15/1978,2/15/1978,\N,,,,
382,151,1979,12/12/1979,\N,\N,\N,\N,,,,
383,151,1983,12/19/1983,\N,12/19/1983,\N,\N,,,,
384,151,1984,11/1/1984,\N,\N,\N,\N,,,,
385,151,1987,10/23/1987,\N,\N,\N,\N,,,,
386,152,1937,\N,\N,\N,12/26/1937,\N,,,,
387,152,1938,\N,\N,\N,12/22/1938,\N,,,,
388,152,1948,11/16/1948,\N,\N,11/26/1948,\N,,,,
389,152,1949,11/27/1949,\N,\N,11/27/1949,\N,,,,
390,152,1950,\N,\N,\N,12/14/1950,\N,,,,
391,152,1951,11/14/1951,\N,\N,\N,\N,,,,
392,152,1952,12/5/1952,\N,\N,\N,\N,,,,
393,152,1953,11/10/1953,\N,\N,\N,\N,,,,
394,152,1955,11/1/1955,\N,\N,11/5/1955,11/5/1955,,,,
395,152,1957,12/22/1957,\N,\N,\N,\N,,,,
396,152,1958,12/19/1958,\N,\N,\N,\N,,,,
397,152,1962,12/8/1962,\N,\N,\N,\N,,,,
398,152,1975,10/8/1975,\N,10/8/1975,12/1/1975,\N,,,,
399,152,1979,1/3/1979,\N,2/24/1979,\N,\N,,,,
400,152,1989,11/9/1989,\N,\N,\N,\N,,,,
401,152,1994,10/22/1994,\N,\N,\N,\N,,,,
402,153,1950,11/2/1950,\N,\N,1/9/1950,\N,,,,
403,153,1951,12/5/1951,\N,\N,1/7/1951,1/10/1951,,,,
404,153,1953,\N,\N,\N,1/27/1953,2/1/1953,,,,
405,153,1954,12/22/1954,\N,\N,12/31/1954,\N,,,,
406,153,1955,11/1/1955,\N,\N,12/9/1955,\N,,,,
407,153,1956,12/22/1956,\N,\N,\N,\N,,,,
408,153,1958,1/12/1958,\N,\N,1/15/1958,1/22/1958,,,,
409,153,1959,12/6/1959,\N,\N,1/5/1959,2/1/1959,,,,
410,153,1970,\N,\N,\N,1/10/1970,\N,,,,
411,153,1971,\N,\N,\N,12/21/1971,\N,,,,
412,153,1972,12/18/1972,\N,\N,12/27/1972,\N,,,,
413,153,1974,\N,\N,12/25/1974,1/4/1974,\N,,,,
414,153,1975,12/6/1975,\N,11/25/1975,12/8/1975,12/15/1975,,,,
415,153,1977,12/1/1977,\N,12/15/1977,12/20/1977,12/30/1977,,,,
416,153,1978,2/3/1978,\N,1/1/1978,2/10/1978,2/15/1978,,,,
417,153,1979,11/4/1979,\N,12/23/1979,\N,\N,,,,
418,95,1994,10/4/1994,\N,\N,11/5/1994,11/15/1994,pickup,,,
419,95,1995,10/18/1995,\N,10/18/1995,11/5/1995,11/7/1995,pickup,,,
420,95,1997,10/8/1997,\N,10/18/1997,10/21/1997,11/21/1997,pickup,,,
421,95,1998,10/15/1998,\N,10/30/1998,11/9/1998,11/18/1998,pickup,,,
422,95,1999,11/2/1999,\N,11/8/1999,11/10/1999,11/11/1999,snowmachine,,,
423,95,2000,10/22/2000,\N,11/1/2000,11/23/2000,12/12/2000,snowmachine,,,
424,95,2001,10/16/2001,\N,10/25/2001,11/14/2001,11/30/2001,pickup,,,
425,262,1996,10/13/1996,\N,\N,11/1/1996,11/15/1996,four wheeler,,,
426,262,1999,10/22/1999,\N,10/25/1999,11/2/1999,11/4/1999,four wheeler,,,
427,31,1972,10/8/1972,\N,\N,10/28/1972,11/4/1972,,,,
428,31,1973,9/26/1973,\N,\N,10/29/1973,10/24/1973,,,,
429,31,1974,10/1/1974,\N,\N,10/4/1974,10/4/1974,,,,
430,31,1975,9/26/1975,\N,10/16/1975,11/1/1975,11/4/1975,snowmachine,,,
431,31,1977,10/12/1977,\N,10/14/1977,10/28/1977,11/1/1977,snowmachine,,,
432,31,1978,10/1/1978,\N,10/3/1978,10/18/1978,10/21/1978,snowmachine,,,
433,31,1979,10/9/1979,\N,10/15/1979,11/10/1979,10/10/1979,snowmachine,,,
434,31,1980,10/7/1980,\N,10/8/1980,11/7/1980,11/7/1980,snowmachine,,,
435,31,1983,9/22/1983,\N,9/24/1983,10/4/1983,10/10/1983,snowmachine,,,
436,31,1984,10/8/1984,\N,10/15/1984,10/20/1984,10/26/1984,snowmachine,,,
437,31,1985,10/10/1985,\N,10/13/1985,10/20/1985,10/26/1985,snowmachine,,,
438,31,1990,10/8/1990,\N,10/10/1990,10/22/1990,10/26/1990,snowmachine,,,
439,31,1992,9/10/1992,\N,9/17/1992,9/21/1992,9/24/1992,snowmachine,,,
440,31,1993,11/8/1993,\N,10/1/1993,10/24/1993,10/24/1993,dog sled,,,
441,31,1994,10/7/1994,\N,10/8/1994,10/10/1994,10/12/1994,snowmachine,,,
442,31,1997,10/13/1997,\N,10/13/1997,10/14/1997,10/16/1997,snowmachine,,,
443,31,1998,10/5/1998,\N,10/8/1998,11/7/1998,11/9/1998,snowmachine,,,
444,31,1999,9/30/1999,\N,10/9/1999,10/16/1999,10/18/1999,four wheeler,,,
445,31,2000,9/28/2000,\N,9/30/2000,10/3/2000,10/10/2000,four wheeler,,,
446,31,2001,10/9/2001,\N,10/10/2001,11/3/2001,11/6/2001,four wheeler,,,
447,31,2002,10/11/2002,\N,10/16/2002,10/19/2002,10/21/2002,four wheeler,, thaw,
448,33,1960,10/7/1960,\N,10/7/1960,10/13/1960,11/2/1960,airplane,,,
449,33,1961,10/9/1961,\N,\N,10/13/1961,11/13/1961,,,,
450,33,1962,10/11/1962,\N,10/13/1962,10/24/1962,10/24/1962,airplane,,,
451,33,1963,10/10/1963,\N,10/10/1963,10/25/1963,11/1/1963,airplane,,,
452,33,1965,9/30/1965,\N,10/4/1965,10/10/1965,10/16/1965,,,,
453,33,1966,10/16/1966,\N,10/17/1966,10/21/1966,10/22/1966,,,,
454,33,1967,10/10/1967,\N,10/11/1967,10/19/1967,10/21/1967,,,,
455,33,1968,9/25/1968,\N,11/26/1968,10/14/1968,10/16/1968,snowmachine,,,
456,33,1969,10/19/1969,\N,10/19/1969,10/31/1969,11/1/1969,,,,
457,33,1970,9/23/1970,\N,9/25/1970,10/3/1970,10/4/1970,,,,
458,33,1971,10/2/1971,\N,10/3/1971,10/19/1971,10/25/1971,,,,
459,33,1972,10/1/1972,\N,10/3/1972,11/2/1972,11/8/1972,,,,
460,33,1973,10/5/1973,\N,10/5/1973,10/15/1973,10/19/1973,,,,
461,33,1974,10/1/1974,\N,10/2/1974,10/11/1974,10/12/1974,,,,
462,33,1975,9/27/1975,\N,10/5/1975,10/17/1975,10/24/1975,snowmachine,,,
463,33,1977,10/13/1977,\N,10/14/1977,10/22/1977,10/28/1977,snowmachine,,,
464,33,1978,10/1/1978,\N,10/2/1978,10/13/1978,10/21/1978,snowmachine,,,
465,33,1979,10/14/1979,\N,10/20/1979,10/26/1979,11/5/1979,snowmachine,,,
466,33,1982,10/4/1982,\N,11/10/1982,11/21/1982,11/27/1982,snowmachine,,,
467,33,1983,9/20/1983,\N,10/10/1983,10/19/1983,10/20/1983,snowmachine,,,
468,33,1986,10/1/1986,\N,10/10/1986,10/31/1986,\N,,,,
469,33,1989,10/10/1989,\N,10/9/1989,10/22/1989,10/23/1989,snowmachine,,,
470,33,1993,10/21/1993,\N,10/21/1993,11/4/1993,11/8/1993,snowmachine,,,
471,35,1999,9/30/1999,\N,9/28/1999,10/12/1999,10/18/1999,snowmachine,,,
472,38,1970,9/25/1970,\N,10/12/1970,10/12/1970,10/17/1970,,,,
473,38,1971,10/2/1971,\N,10/10/1971,\N,10/4/1971,,,,
474,38,1972,9/29/1972,\N,11/5/1972,11/5/1972,11/8/1972,snowmachine,,,
475,38,1974,10/2/1974,\N,10/5/1974,10/11/1974,10/12/1974,motor bike,,,
476,38,1975,10/13/1975,\N,10/20/1975,10/24/1975,11/3/1975,pickup,,,
477,38,1977,10/12/1977,\N,10/20/1977,10/18/1977,10/25/1977,van,,,
478,38,1978,10/8/1978,\N,10/11/1978,10/28/1978,10/28/1978,,,,
479,38,1979,11/7/1979,\N,11/13/1979,11/20/1979,11/25/1979,snowmachine,,,
480,38,1980,10/17/1980,\N,11/7/1980,11/8/1980,11/8/1980,snowmachine,,,
481,426,1940,\N,\N,\N,10/24/1940,\N,,,,
482,426,1941,\N,\N,\N,10/14/1941,\N,,,,
483,426,1942,\N,\N,\N,11/2/1942,\N,,,,
484,426,1943,\N,\N,\N,11/1/1943,\N,,,,
485,426,1944,\N,\N,\N,10/26/1944,\N,,,,
486,426,1945,\N,\N,\N,11/1/1945,\N,,,,
487,426,1946,\N,\N,\N,10/25/1946,\N,,,,
488,426,1948,10/14/1948,\N,\N,10/19/1948,10/26/1948,,,,
489,426,1949,10/5/1949,\N,\N,10/31/1949,12/14/1949,,,,
490,426,1950,10/9/1950,\N,\N,10/29/1950,\N,,,,
491,426,1951,9/30/1951,\N,\N,10/29/1951,\N,,,,
492,426,1952,10/23/1952,\N,\N,10/30/1952,\N,,,,
493,426,1953,\N,\N,\N,\N,\N,,,,
494,426,1954,9/28/1954,\N,\N,\N,\N,,,,
495,426,1955,10/10/1955,\N,\N,10/21/1955,10/25/1955,,,,
496,426,1956,9/20/1956,\N,\N,10/24/1956,\N,,,,
497,426,1957,9/24/1957,\N,\N,10/25/1957,11/20/1957,,,,
498,426,1958,\N,\N,\N,\N,\N,,,,
499,426,1959,\N,\N,\N,\N,\N,,,,
500,426,1960,10/6/1960,\N,\N,10/20/1960,\N,,,,
501,426,1961,10/3/1961,\N,\N,10/16/1961,\N,,,,
502,426,1962,10/25/1962,\N,\N,10/26/1962,\N,,,,
503,426,1964,10/17/1964,\N,\N,10/31/1964,\N,,,,
504,426,1965,9/2/1965,\N,\N,9/23/1965,\N,,,,
505,426,1968,10/1/1968,\N,\N,10/27/1968,\N,,,,
506,426,1969,10/18/1969,\N,\N,10/23/1969,\N,,,,
507,426,1970,9/26/1970,\N,\N,10/7/1970,\N,,,,
508,426,1971,10/7/1971,\N,\N,\N,\N,,,,
509,426,1972,9/29/1972,\N,9/30/1972,10/8/1972,10/15/1972,,,,
510,426,1973,10/9/1973,\N,\N,10/25/1973,\N,,,,
511,426,1974,10/3/1974,\N,10/3/1974,10/18/1974,\N,,,,
512,426,1975,10/6/1975,\N,\N,\N,10/29/1975,,,,
513,426,1977,10/11/1977,\N,10/11/1977,10/17/1977,10/19/1977,,,,
514,426,1978,10/2/1978,\N,10/2/1978,10/15/1978,10/16/1978,,,,
515,426,1979,10/17/1979,\N,10/17/1979,\N,11/24/1979,,,,
516,426,1981,10/2/1981,\N,10/2/1981,11/22/1981,11/24/1981,,,,
517,426,1983,9/24/1983,\N,9/24/1983,10/21/1983,10/21/1983,,,,
518,426,1984,10/1/1984,\N,10/28/1984,10/30/1984,11/1/1984,,,,
519,426,1985,10/18/1985,\N,10/20/1985,10/21/1985,10/24/1985,,,,
520,426,1989,10/13/1989,\N,10/16/1989,10/29/1989,10/31/1989,,,,
521,426,1990,10/11/1990,\N,10/15/1990,10/22/1990,10/24/1990,,,,
522,426,1993,10/28/1993,\N,10/28/1993,11/19/1993,11/19/1993,,,,
523,426,1997,10/7/1997,\N,10/12/1997,10/18/1997,10/22/1997,snowmachine,,,
524,426,1999,10/13/1999,\N,10/16/1999,10/18/1999,10/20/1999,snowmachine,,,
525,426,2001,10/11/2001,\N,10/17/2001,10/18/2001,11/1/2001,snowmachine,,,
526,426,2002,10/8/2002,\N,11/3/2002,11/6/2002,11/6/2002,snowmachine,,,
527,427,1917,\N,\N,\N,10/17/1917,\N,,,,
528,427,1918,\N,\N,\N,\N,\N,,,,
529,427,1938,\N,\N,\N,11/8/1938,\N,,,,
530,427,1939,\N,\N,\N,10/6/1939,\N,,,,
531,427,1941,\N,\N,\N,10/14/1941,\N,,,,
532,427,1942,\N,\N,\N,10/22/1942,\N,,,,
533,427,1943,\N,\N,\N,10/26/1943,\N,,,,
534,427,1944,\N,\N,\N,10/28/1944,\N,,,,
535,427,1945,\N,\N,\N,10/8/1945,\N,,,,
536,427,1946,\N,\N,\N,10/23/1946,\N,,,,
537,427,1947,10/1/1947,\N,\N,11/15/1947,\N,,,,
538,427,1948,9/28/1948,\N,\N,10/15/1948,\N,,,,
539,427,1949,10/8/1949,\N,\N,10/14/1949,\N,,,,
540,427,1950,10/8/1950,\N,\N,11/14/1950,\N,,,,
541,427,1951,10/2/1951,\N,\N,10/13/1951,\N,,,,
542,427,1952,10/1/1952,\N,\N,10/28/1952,\N,,,,
543,427,1953,9/28/1953,\N,\N,10/10/1953,\N,,,,
544,427,1954,9/20/1954,\N,\N,10/20/1954,\N,,,,
545,427,1955,10/5/1955,\N,\N,10/23/1955,\N,,,,
546,427,1956,9/23/1956,\N,\N,10/15/1956,\N,,,,
547,427,1957,9/25/1957,\N,\N,10/17/1957,\N,,,,
548,427,1958,9/28/1958,\N,\N,10/19/1958,\N,,,,
549,427,1959,9/25/1959,\N,\N,10/19/1959,\N,,,,
550,427,1960,9/26/1960,\N,\N,10/19/1960,\N,,,,
551,427,1961,10/1/1961,\N,10/10/1961,10/25/1961,10/30/1961,,,,
552,427,1962,10/12/1962,\N,10/16/1962,10/27/1962,11/5/1962,,,,
553,427,1964,10/13/1964,\N,10/31/1964,11/5/1964,11/9/1964,,,,
554,427,1965,10/1/1965,\N,10/3/1965,10/15/1965,10/18/1965,,,,
555,427,1967,9/30/1967,\N,\N,10/26/1967,11/7/1967,,,,
556,427,1968,9/25/1968,\N,9/26/1968,10/14/1968,10/19/1968,,,,
557,427,1969,9/27/1969,\N,\N,10/24/1969,\N,,,,
558,427,1970,8/29/1970,\N,\N,9/30/1970,11/1/1970,,,,
559,427,1972,10/7/1972,\N,\N,10/10/1972,\N,,,,
560,427,1973,10/24/1973,\N,10/5/1973,10/26/1973,10/28/1973,,,,
561,427,1974,10/1/1974,\N,10/2/1974,10/13/1974,10/19/1974,,,,
562,427,1975,10/27/1975,\N,10/18/1975,10/29/1975,10/30/1975,,,,
563,427,1981,9/28/1981,\N,10/4/1981,10/30/1981,11/8/1981,,,,
564,427,1982,10/3/1982,\N,10/6/1982,10/26/1982,10/28/1982,,,,
565,427,1983,9/23/1983,\N,9/25/1983,10/22/1983,10/22/1983,,,,
566,427,1984,9/22/1984,\N,10/1/1984,10/20/1984,10/28/1984,,,,
567,427,1985,10/12/1985,\N,10/7/1985,10/22/1985,10/27/1985,,,,
568,427,1986,9/25/1986,\N,9/30/1986,10/24/1986,10/29/1986,,,,
569,427,1987,9/16/1987,\N,9/20/1987,11/11/1987,11/15/1987,,,,
570,427,1988,10/1/1988,\N,10/6/1988,10/17/1988,10/20/1988,,,,
571,427,1989,10/11/1989,\N,10/12/1989,10/25/1989,10/29/1989,,,,
572,427,1990,10/3/1990,\N,10/19/1990,10/19/1990,10/19/1990,,,,
573,427,1992,9/10/1992,\N,9/11/1992,10/16/1992,10/20/1992,,,,
574,427,1993,9/23/1993,\N,9/25/1993,11/2/1993,11/5/1993,,,,
575,427,1994,9/27/1994,\N,9/27/1994,\N,\N,,,,
576,427,1997,10/7/1997,\N,10/8/1997,10/18/1997,10/20/1997,snowmachine,,,
577,427,1999,9/28/1999,\N,9/29/1999,10/22/1999,10/29/1999,snowmachine,,,
578,427,2000,9/28/2000,\N,10/1/2000,10/28/2000,11/25/2000,pickup,,,
579,427,2001,10/10/2001,\N,10/11/2001,11/15/2001,11/21/2001,snowmachine,,,
580,427,2002,10/6/2002,\N,10/7/2002,11/11/2002,11/22/2002,snowmachine,,,
581,428,1960,10/8/1960,\N,\N,10/20/1960,10/24/1960,,,,
582,428,1961,10/4/1961,\N,\N,10/12/1961,10/24/1961,,,,
583,428,1962,10/12/1962,\N,\N,10/28/1962,10/25/1962,,,,
584,428,1963,10/15/1963,\N,\N,10/18/1963,10/24/1963,,,,
585,428,1964,10/17/1964,\N,\N,10/26/1964,11/5/1964,,,,
586,428,1965,10/3/1965,\N,\N,10/17/1965,\N,,,,
587,428,1966,10/11/1966,\N,\N,10/23/1966,10/26/1966,,,,
588,428,1967,10/5/1967,\N,\N,10/20/1967,10/26/1967,,,,
589,428,1968,10/13/1968,\N,\N,11/1/1968,11/5/1968,,,,
590,428,1969,10/17/1969,\N,\N,11/10/1969,11/14/1969,,,,
591,428,1970,9/5/1970,\N,\N,10/1/1970,10/8/1970,,,,
592,428,1971,10/3/1971,\N,\N,10/18/1971,11/1/1971,,,,
593,428,1974,10/3/1974,\N,\N,10/11/1974,10/13/1974,,,,
594,428,1977,10/12/1977,\N,\N,10/20/1977,\N,,,,
595,428,1979,10/18/1979,\N,\N,10/28/1979,11/7/1979,,,,
596,428,1981,10/1/1981,\N,9/30/1981,\N,11/10/1981,,,,
597,428,1982,10/4/1982,\N,\N,10/21/1982,10/26/1982,,,,
598,428,1984,10/14/1984,\N,\N,10/24/1984,10/27/1984,,,,
599,428,1985,10/13/1985,\N,\N,10/22/1985,10/25/1985,,,,
600,428,1986,9/28/1986,\N,9/30/1986,10/24/1986,10/24/1986,,,,
601,428,1987,10/3/1987,\N,10/7/1987,10/29/1987,10/30/1987,,,,
602,428,1997,10/11/1997,\N,10/15/1997,10/18/1997,10/18/1997,snowmachine,,,
603,269,1913,\N,\N,\N,\N,\N,,,,
604,269,1914,\N,\N,\N,11/5/1914,\N,,,,
605,269,1915,\N,\N,\N,\N,\N,,,,
606,269,1916,\N,\N,\N,11/1/1916,\N,,,,
607,269,1917,\N,\N,\N,\N,\N,,,,
608,269,1918,\N,\N,\N,\N,\N,,,,
609,269,1921,\N,\N,\N,11/19/1921,\N,,,,
610,269,1922,\N,\N,\N,11/15/1922,\N,,,,
611,269,1930,\N,\N,\N,10/26/1930,\N,,,,
612,269,1937,\N,\N,\N,10/31/1937,\N,,,,
613,269,1938,\N,\N,\N,11/5/1938,\N,,,,
614,269,1939,\N,\N,\N,10/15/1939,\N,,,,
615,269,1940,\N,\N,\N,10/24/1940,\N,,,,
616,269,1942,\N,\N,\N,10/17/1942,\N,,,,
617,269,1944,\N,\N,\N,10/26/1944,\N,,,,
618,269,1957,10/27/1957,\N,\N,11/19/1957,12/4/1957,,,,
619,269,1958,10/13/1958,\N,\N,10/23/1958,10/23/1958,plane,,,
620,269,1972,11/1/1972,\N,11/1/1972,11/18/1972,1/7/1972,car or truck,,,
621,269,1973,10/14/1973,\N,\N,11/17/1973,11/21/1973,snowmachine,,,
622,269,1975,10/18/1975,\N,\N,11/2/1975,11/3/1975,,,,
623,269,1977,10/16/1977,\N,\N,11/6/1977,11/9/1977,snowmachine,,,
624,269,1978,10/12/1978,\N,10/10/1978,11/13/1978,11/14/1978,snowmachine,,,
625,269,1984,10/20/1984,\N,10/20/1984,11/8/1984,\N,snowmachine,,,
626,269,1986,10/19/1986,\N,10/20/1986,10/27/1986,10/30/1986,snowmachine,,,
627,269,1987,10/30/1987,\N,10/30/1987,\N,11/10/1987,snowmachine,,,
628,269,1988,10/11/1988,\N,10/10/1988,\N,10/26/1988,snowmachine,,,
629,269,1994,10/15/1994,\N,10/15/1994,10/25/1994,\N,snowmachine,,,
630,269,1996,10/9/1996,\N,10/13/1996,10/20/1996,10/24/1996,snowmachine,,,
631,270,1960,10/11/1960,\N,10/11/1960,11/1/1960,11/1/1960,jeep,,,
632,270,1961,10/11/1961,\N,10/11/1961,10/30/1961,11/20/1961,snowmachine,,,
633,270,1962,10/24/1962,\N,10/17/1962,11/7/1962,11/17/1962,dog team,,,
634,270,1963,10/13/1963,\N,10/15/1963,10/28/1963,11/10/1963,,,,
635,270,1964,11/1/1964,\N,11/3/1964,11/7/1964,11/11/1964,truck,,,
636,270,1965,10/23/1965,\N,10/9/1965,10/28/1965,\N,,,,
637,270,1968,10/16/1968,\N,\N,10/25/1968,10/26/1968,,,,
638,270,1969,10/19/1969,\N,\N,11/7/1969,11/7/1969,,,,
639,270,1970,10/28/1970,\N,10/8/1970,10/30/1970,\N,,,,
640,270,1971,11/2/1971,\N,\N,\N,2/10/1971,,,,
641,270,1973,10/16/1973,\N,10/16/1973,10/18/1973,10/25/1973,,,,
642,270,1974,10/9/1974,\N,10/11/1974,10/31/1974,11/3/1974,,,,
643,270,1975,10/28/1975,\N,10/28/1975,11/3/1975,11/8/1975,snowmachine,,,
644,270,1977,10/16/1977,\N,10/16/1977,10/31/1977,11/4/1977,snowmachine,,,
645,270,1979,10/23/1979,\N,10/23/1979,12/6/1979,12/7/1979,snowmachine,,,
646,270,1982,10/10/1982,\N,10/11/1982,10/23/1982,10/25/1982,snowmachine,,,
647,270,1985,10/19/1985,\N,10/19/1985,\N,\N,,,,
648,271,1960,10/8/1960,\N,\N,11/6/1960,12/8/1960,truck,,,
649,271,1963,10/15/1963,\N,\N,10/25/1963,\N,,,,
650,271,1964,10/24/1964,\N,10/26/1964,11/5/1964,11/7/1964,plane,,,
651,271,1965,10/8/1965,\N,10/15/1965,10/22/1965,11/1/1965,truck,,,
652,271,1966,10/18/1966,\N,10/19/1966,10/24/1966,10/28/1966,,,,
653,271,1967,10/14/1967,\N,\N,10/25/1967,12/1/1967,truck,,,
654,271,1968,10/18/1968,\N,10/21/1968,11/7/1968,11/23/1968,,,,
655,271,1969,10/28/1969,\N,10/29/1969,11/5/1969,11/12/1969,,,,
656,271,1970,10/1/1970,\N,10/18/1970,11/1/1970,12/4/1970,car\,,,
657,271,1971,10/10/1971,\N,10/10/1971,11/9/1971,12/7/1971,plane,,,
658,271,1972,10/11/1972,\N,10/4/1972,11/9/1972,11/10/1972,plane,,,
659,271,1973,10/12/1973,\N,10/15/1973,11/14/1973,11/16/1973,plane,,,
660,271,1974,10/11/1974,\N,10/14/1974,10/27/1974,10/31/1974,plane,,,
661,271,1975,10/28/1975,\N,10/28/1975,10/31/1975,11/5/1975,plane,,,
662,271,1977,10/16/1977,\N,10/16/1977,11/25/1977,11/8/1977,truck,,,
663,271,1981,10/15/1981,\N,10/26/1981,11/5/1981,11/5/1981,snowmachine,,,
664,271,1982,10/8/1982,\N,10/12/1982,10/31/1982,12/4/1982,truck,,,
665,271,1983,10/15/1983,\N,10/19/1983,10/26/1983,10/27/1983,plane,,,
666,271,1984,10/18/1984,\N,10/25/1984,10/30/1984,11/1/1984,snowmachine,,,
667,271,1985,10/18/1985,\N,10/23/1985,\N,\N,,,,
668,271,1987,10/27/1987,\N,10/31/1987,11/6/1987,11/25/1987,truck,,,
669,271,1988,10/10/1988,\N,10/12/1988,10/23/1988,11/21/1988,truck,,,
670,271,1992,10/4/1992,\N,10/15/1992,10/23/1992,10/31/1992,snowmachine,,,
671,271,1993,10/28/1993,\N,11/10/1993,11/23/1993,11/28/1993,snowmachine,,,
672,271,1994,10/13/1994,\N,10/18/1994,10/23/1994,11/7/1994,snowmachine,,,
673,271,1995,10/18/1995,\N,10/19/1995,10/26/1995,11/17/1995,snowmachine,,,
674,271,1997,10/13/1997,\N,10/14/1997,10/21/1997,10/22/1997,snowmachine,,,
675,271,1998,10/21/1998,\N,10/26/1998,11/16/1998,12/3/1998,snowmachine,,,
676,271,1999,10/16/1999,\N,10/16/1999,10/23/1999,10/28/1999,snowmachine,,,
677,271,2002,10/20/2002,\N,11/10/2002,11/14/2002,11/17/2002,snowmachine,,,
678,273,1937,\N,\N,\N,11/21/1937,\N,,,,
679,273,1938,\N,\N,\N,11/27/1938,\N,,,,
680,273,1939,\N,\N,\N,11/3/1939,\N,,,,
681,273,1940,\N,\N,\N,11/24/1940,\N,,,,
682,273,1941,\N,\N,\N,11/7/1941,\N,,,,
683,273,1942,\N,\N,\N,11/16/1942,\N,,,,
684,273,1943,\N,\N,\N,11/9/1943,\N,,,,
685,273,1948,10/16/1948,\N,\N,11/17/1948,\N,,,,
686,273,1949,10/13/1949,\N,\N,12/1/1949,\N,,,,
687,273,1950,10/11/1950,\N,\N,11/4/1950,11/5/1950,,,,
688,273,1951,10/7/1951,\N,\N,11/28/1951,\N,,,,
689,273,1952,10/25/1952,\N,\N,12/2/1952,\N,,,,
690,273,1953,10/7/1953,\N,\N,11/3/1953,11/13/1953,,,,
691,273,1954,10/20/1954,\N,\N,11/19/1954,11/26/1954,,,,
692,273,1955,10/14/1955,\N,\N,11/4/1955,11/4/1955,,,,
693,273,1956,11/1/1956,\N,\N,11/2/1956,11/2/1956,,,,
694,273,1957,12/1/1957,\N,\N,12/4/1957,\N,,,,
695,273,1959,10/10/1959,\N,\N,10/16/1959,11/17/1959,plane,,,
696,273,1961,1/1/1961,\N,\N,11/12/1961,\N,,,,
697,273,1963,10/12/1963,\N,\N,11/4/1963,11/5/1963,dog team,,,
698,273,1964,10/17/1964,\N,10/17/1964,11/1/1964,11/9/1964,,,,
699,273,1967,10/19/1967,\N,10/19/1967,11/25/1967,11/30/1967,,,,
700,273,1968,10/16/1968,\N,\N,11/5/1968,11/6/1968,,,,
701,273,1969,10/22/1969,\N,\N,11/12/1969,11/13/1969,,,,
702,273,1970,10/1/1970,\N,10/27/1970,11/2/1970,11/7/1970,,,,
703,273,1971,10/2/1971,\N,11/26/1971,11/28/1971,11/29/1971,,,,
704,273,1972,10/3/1972,\N,11/12/1972,11/13/1972,11/16/1972,,,,
705,273,1973,10/13/1973,\N,10/25/1973,11/14/1973,11/21/1973,plane,,,
706,273,1974,10/10/1974,\N,10/12/1974,11/9/1974,11/9/1974,snowmachine,,,
707,273,1975,10/17/1975,\N,10/19/1975,11/3/1975,11/8/1975,snowmachine,,,
708,273,1996,10/5/1996,\N,10/12/1996,10/27/1996,11/2/1996,snowmachine,,,
709,273,1997,10/12/1997,\N,10/18/1997,10/26/1997,10/28/1997,snowmachine,,,
710,273,1998,10/8/1998,\N,\N,11/25/1998,11/26/1998,snowmachine,,,
711,273,1999,10/8/1999,\N,\N,11/4/1999,11/4/1999,snowmachine,,,
712,276,1941,\N,\N,\N,10/23/1941,\N,,,,
713,276,1943,\N,\N,\N,11/1/1943,\N,,,,
714,276,1944,\N,\N,\N,11/10/1944,\N,,,,
715,276,1945,\N,\N,\N,11/11/1945,\N,,,,
716,276,1946,\N,\N,\N,11/11/1946,\N,,,,
717,276,1947,10/10/1947,\N,\N,11/5/1947,\N,,,,
718,276,1948,10/10/1948,\N,\N,10/26/1948,\N,,,,
719,276,1949,10/12/1949,\N,\N,11/8/1949,\N,,,,
720,276,1950,10/11/1950,\N,\N,10/30/1950,11/6/1950,,,,
721,276,1951,10/12/1951,\N,\N,11/3/1951,11/16/1951,,,,
